Date,UUP,SPY,TLT,SHY,UUP_CHOICE,SPY_CHOICE,TLT_CHOICE,SHY_CHOICE,DateCopy,18W-FRI_FREQ,UUP_LEN,UUP_LEX,UUP_NUL,UUP_R,SPY_LEN,SPY_LEX,SPY_NUL,SPY_R,TLT_LEN,TLT_LEX,TLT_NUL,TLT_R,SHY_LEN,SHY_LEX,SHY_NUL,SHY_R,ALL_R,DETREND_ALL_R,I,DETREND_I
2013-03-18,0.006249959001985106,-0.005519183037429931,0.007602057492960501,0.000236977920058834,1.0,0.0,0.0,0.0,2013-03-18,left_only,False,False,0.0,0.0,False,False,0.0,-0.0,False,False,0.0,0.0,False,False,1.0,0.000236977920058834,0.000236977920058834,0.0027874722899041693,1.0008289746353722,0.9709412897681058
2013-03-19,0.003105569816958864,-0.0023229169728028465,0.006773034320200599,-0.00011831274958140625,1.0,0.0,0.0,0.0,2013-03-19,left_only,False,False,0.0,0.0,False,False,0.0,-0.0,False,False,0.0,0.0,False,False,1.0,-0.00011831274958140625,-0.00011831274958140625,-0.0023242046587136356,1.0007105638075224,0.9686846234990893
2013-03-20,-0.002211333779405633,0.006985331348363211,-0.011155754164227316,-0.00011862305986853894,0.0,1.0,0.0,0.0,2013-03-20,left_only,False,False,0.0,-0.0,False,False,0.0,0.0,False,False,0.0,-0.0,False,False,1.0,-0.00011862305986853894,-0.00011862305986853894,-0.0023338859083533725,1.0005918564584009,0.9664238241066663
2013-03-21,0.0,-0.008542861513208266,0.009644905346388288,0.00011863713296822453,0.0,1.0,0.0,0.0,2013-03-21,left_only,False,False,0.0,0.0,False,False,0.0,-0.0,False,False,0.0,0.0,False,False,1.0,0.00011863713296822453,0.00011863713296822453,0.001084880900501295,1.0007105638075224,0.967472278855229
2013-03-22,-0.006205720965852257,0.00803359470925269,0.0007679653523984253,-0.0002366534982888302,0.0,1.0,0.0,0.0,2013-03-22,left_only,False,False,0.0,-0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.0,-0.0002366534982888302,-0.0002366534982888302,-0.004038524205288607,1.0004737421518228,0.9635651186391264
2013-03-25,0.0071364133858986545,-0.004177156578307528,-0.0009376852759045429,0.0,0.0,1.0,0.0,0.0,2013-03-25,left_only,False,False,0.0,0.0,False,False,0.0,-0.0,False,False,0.0,-0.0,False,False,1.0,0.0,0.0,-0.00062909326023175,1.0004737421518228,0.9629589463171961
2013-03-26,-0.00044285437407509676,0.008002291934035455,0.0011943511011225372,0.00011805837734835123,0.0,1.0,0.0,0.0,2013-03-26,left_only,False,False,0.0,-0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.0,0.00011805837734835123,0.00011805837734835123,0.0010802002574745728,1.0005918564584009,0.9639991348189454
2013-03-27,0.003987631182033713,0.0,0.00852091406124278,0.000236977920058834,0.0,1.0,0.0,0.0,2013-03-27,left_only,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,0.0,False,False,1.0,0.000236977920058834,0.000236977920058834,0.0027997418235814475,1.0008289746353722,0.9666980835145943
2013-03-28,-0.0026477452542393864,0.0030731075684846676,-0.005069369180860539,0.00011880654235918442,0.0,1.0,0.0,0.0,2013-03-28,left_only,False,False,0.0,-0.0,False,False,0.0,0.0,False,False,0.0,-0.0,False,False,1.0,0.00011880654235918442,0.00011880654235918442,0.0010874234490543255,1.0009478796653415,0.9677492936787639
2013-04-01,-0.003539962807151298,-0.00395751271878364,0.007532043409562039,9.459945720835528e-05,0.0,1.0,0.0,0.0,2013-04-01,left_only,False,False,0.0,-0.0,False,False,0.0,-0.0,False,False,0.0,0.0,False,False,1.0,9.459945720835528e-05,9.459945720835528e-05,0.0007374552038212911,1.0010425687914517,0.9684629654313818
2013-04-02,0.002220259513165068,0.004934019864777817,-0.0040550323970998114,0.0,0.0,1.0,0.0,0.0,2013-04-02,left_only,False,False,0.0,0.0,False,False,0.0,0.0,False,False,0.0,-0.0,False,False,1.0,0.0,0.0,-0.0006259117215290377,1.0010425687914517,0.9678567931094515
